DATE(time)	nodeId	count(*)
2011-12-25	168	288
2011-12-25	197	217
2011-12-25	198	205
2011-12-25	199	227
2011-12-25	200	215
2011-12-25	229	288
2011-12-25	230	288
2011-12-25	231	288
2011-12-25	232	288
2011-12-25	4292	229
2011-12-25	8257	288
2011-12-25	8258	288
2011-12-25	8259	288
2011-12-25	8386	231
2011-12-25	8387	205
2011-12-25	8417	288
2011-12-25	8419	288
2011-12-25	12448	287
2011-12-25	12480	204
2011-12-26	69	288
2011-12-26	70	287
2011-12-26	71	288
2011-12-26	134	288
2011-12-26	165	288
2011-12-26	166	288
2011-12-26	167	288
2011-12-26	168	288
2011-12-26	197	184
2011-12-26	198	123
2011-12-26	199	218
2011-12-26	200	184
2011-12-26	229	288
2011-12-26	230	287
2011-12-26	231	288
2011-12-26	232	288
2011-12-26	4292	207
2011-12-26	8257	288
2011-12-26	8258	288
2011-12-26	8259	288
2011-12-26	8386	193
2011-12-26	8387	149
2011-12-26	8417	288
2011-12-26	8419	288
2011-12-26	12448	287
2011-12-26	12480	133
2011-12-27	69	287
2011-12-27	70	288
2011-12-27	71	288
2011-12-27	134	288
2011-12-27	165	288
2011-12-27	166	288
2011-12-27	167	288
2011-12-27	168	288
2011-12-27	197	220
2011-12-27	198	236
2011-12-27	199	220
2011-12-27	200	221
2011-12-27	229	288
2011-12-27	230	288
2011-12-27	231	288
2011-12-27	232	288
2011-12-27	4292	219
2011-12-27	8257	288
2011-12-27	8258	288
2011-12-27	8259	288
2011-12-27	8386	221
2011-12-27	8387	241
2011-12-27	8417	288
2011-12-27	8419	288
2011-12-27	12448	288
2011-12-27	12480	233
2011-12-28	69	288
2011-12-28	70	286
2011-12-28	71	288
2011-12-28	134	288
2011-12-28	165	288
2011-12-28	166	288
2011-12-28	167	288
2011-12-28	168	288
2011-12-28	197	252
2011-12-28	198	235
2011-12-28	199	260
2011-12-28	200	250
2011-12-28	229	288
2011-12-28	230	288
2011-12-28	231	288
2011-12-28	232	288
2011-12-28	4292	260
2011-12-28	8257	288
2011-12-28	8258	288
2011-12-28	8259	287
2011-12-28	8386	265
2011-12-28	8387	239
2011-12-28	8417	288
2011-12-28	8419	288
2011-12-28	12448	287
2011-12-28	12480	233
2011-12-29	69	288
2011-12-29	70	288
2011-12-29	71	288
2011-12-29	134	288
2011-12-29	165	288
2011-12-29	166	288
2011-12-29	167	288
2011-12-29	168	288
2011-12-29	197	288
2011-12-29	198	287
2011-12-29	199	288
2011-12-29	200	288
2011-12-29	229	288
2011-12-29	230	288
2011-12-29	231	288
2011-12-29	232	288
2011-12-29	4292	288
2011-12-29	8257	288
2011-12-29	8258	288
2011-12-29	8259	288
2011-12-29	8386	288
2011-12-29	8387	288
2011-12-29	8417	288
2011-12-29	8419	288
2011-12-29	12448	284
2011-12-29	12480	287
2011-12-30	69	287
2011-12-30	70	288
2011-12-30	71	287
2011-12-30	134	288
2011-12-30	165	288
2011-12-30	166	288
2011-12-30	167	288
2011-12-30	168	289
2011-12-30	197	288
2011-12-30	198	288
2011-12-30	199	288
2011-12-30	200	288
2011-12-30	229	288
2011-12-30	230	288
2011-12-30	231	288
2011-12-30	232	288
2011-12-30	4292	288
2011-12-30	8257	288
2011-12-30	8258	288
2011-12-30	8259	288
2011-12-30	8386	288
2011-12-30	8387	288
